data
"speed:[8, -2, -7, 5], angle:[10866, 18219, 32047, 11561], timestamp:[41430, 41431, 41433, 41434], state:[0, 0, 0, 0]"
"speed:[11, -6, -5, 7], angle:[11191, 17950, 31733, 11812], timestamp:[41490, 41491, 41493, 41494], state:[0, 0, 0, 0]"
"speed:[11, -8, -6, 7], angle:[11537, 17556, 31362, 12187], timestamp:[41550, 41551, 41553, 41554], state:[0, 0, 0, 0]"
"speed:[-2, -5, -7, 2], angle:[11775, 17311, 31139, 12436], timestamp:[41610, 41611, 41613, 41614], state:[0, 0, 0, 0]"
"speed:[10, 4, -11, 4], angle:[11921, 17273, 31015, 12481], timestamp:[41670, 41671, 41673, 41674], state:[0, 0, 0, 0]"
"speed:[110, -86, -58, 74], angle:[16054, 15289, 28756, 14024], timestamp:[41730, 41731, 41733, 41734], state:[0, 0, 0, 0]"
"speed:[60, -65, -59, 79], angle:[19953, 11600, 25180, 19111], timestamp:[41790, 41791, 41793, 41794], state:[0, 0, 0, 0]"
"speed:[22, -36, -18, 38], angle:[21760, 9706, 23392, 21325], timestamp:[41850, 41851, 41853, 41854], state:[0, 0, 0, 0]"
"speed:[60, -79, -55, 61], angle:[23826, 7489, 21518, 23383], timestamp:[41910, 41911, 41913, 41914], state:[0, 0, 0, 0]"
"speed:[16, -25, -14, 35], angle:[26409, 4588, 18826, 26301], timestamp:[41970, 41971, 41973, 41974], state:[0, 0, 0, 0]"
"speed:[21, -10, -18, 22], angle:[27294, 3367, 17678, 27381], timestamp:[42030, 42031, 42033, 42034], state:[0, 0, 0, 0]"
"speed:[28, -36, -38, 32], angle:[29078, 1634, 15981, 29408], timestamp:[42090, 42091, 42093, 42094], state:[0, 0, 0, 0]"
"speed:[7, -9, -12, 8], angle:[30291, 310, 14659, 30849], timestamp:[42150, 42151, 42153, 42154], state:[0, 0, 0, 0]"
"speed:[23, -27, -18, 17], angle:[30824, 32510, 14041, 31356], timestamp:[42210, 42211, 42213, 42214], state:[0, 0, 0, 0]"
"speed:[8, -13, -9, 8], angle:[441, 30336, 11811, 944], timestamp:[42330, 42331, 42333, 42334], state:[0, 0, 0, 0]"
